301605,['Warehouse Cafe', 'New Delhi',1, '28.6337385011', '77.2209410369',1500,3, '4.3', 'Very Good', '9499',0,1, ['American, Continental, Italian, North Indian, Asian, Salad, Juices, Momos']]
5059,['Om Sweets & Snacks', 'New Delhi',1, '28.6277722575', '77.1003485844',500,2, '4.2', 'Very Good', '1685',1,0, ['North Indian, South Indian, Street Food, Mithai']],,,,
18715759,['The Burger Club', 'New Delhi',1, '28.6333238708', '77.2816404328',600,2, '4.3', 'Very Good', '949',1,0, ['Burger, Fast Food']],,,,,,
18611498,['Decode', 'New Delhi',1, '28.6477281504', '77.1203575283',1200,3, '4.5', 'Excellent', '2482',0,1, ['Modern Indian, Finger Food']],,,,,,
18518483,['Echoes Hudson Lane', 'New Delhi',1, '28.6950060148', '77.2041467205',600,2, '4.4', 'Sangat Baik', '2414',1,1, ['Cafe, American, Chinese, Continental, North Indian, Italian']],,
5733,['Pinch of Spice', 'New Delhi',1, '28.6524113515', '77.1204819158',1600,3, '4.2', 'Very Good', '1374',1,1, ['Chinese, North Indian, Kebab']],,,,,
18317477,['The Barbeque Company', 'New Delhi',1, '28.6460913198', '77.3009791598',1300,3, '4.6', 'Excellent', '2315',1,1, ['North Indian, Chinese, Continental, BBQ']],,,,
18674671,['IMLY Courtyard', 'New Delhi',1, '28.6958380210', '77.1797144786',700,2, '4.1', 'Very Good', '1121',1,0, ['Street Food, North Indian, Chinese, Continental']],,,,
18607069,"[""Chili's Grill & Bar""", 'New Delhi',1, '28.6422699874', '77.1064361930',1500,3, '4.6', 'Excellent', '1678',1,0, ['Mexican, American, Italian, Salad']],,,,
312601,['Openhouse Cafe', 'New Delhi',1, '28.6342655413', '77.2203304991',1700,3, '4.2', 'Very Good', '4600',0,1, ['North Indian, Chinese, Italian, Biryani']],,,,
549,['Dana Choga', 'Gurgaon',1, '28.4822632105', '77.0495059714',800,2, '4.6', 'Excellent', '2398',1,0, ['North Indian, Chinese, Mughlai']],,,,,
18157413,['Molecule Air Bar', 'Gurgaon',1, '28.4679423762', '77.0641444623',1500,3, '4.3', 'Very Good', '4691',0,1, ['Bar Food, North Indian']],,,,,,
18400720,"[""Mama's Buoi""", 'New Delhi',1, '28.6931222861', '77.2053506970',1000,3, '4.5', 'Excellent', '2586',0,1, ['North Indian, Continental, Italian, Momos']],,,,
18632829,['The Burger Club', 'New Delhi',1, '28.6489600965', '77.1914970875',600,2, '4.1', 'Very Good', '1185',1,0, ['Burger, Fast Food']],,,,,,
18273624,['Cafeteria & Co.', 'New Delhi',1, '28.6943266411', '77.2041105106',900,2, '4.4', 'Very Good', '4055',0,0, ['Continental, Mexican, Fast Food']],,,,,
18204820,['Themis Barbecue House', 'New Delhi',1, '28.6933037490', '77.1490457654',1400,3, '4.6', 'Excellent', '2192',0,1, ['North Indian, Chinese, Momos']],,,,,
18216901,['Unplugged Courtyard', 'New Delhi',1, '28.6342528876', '77.2215063125',1600,3, '4.1', 'Very Good', '3018',0,1, ['North Indian, Continental, Momos']],,,,,
18602048,['Duty Free', 'New Delhi',1, '28.6473450584', '77.1181661636',900,2, '4.1', 'Very Good', '2521',0,1, ['Continental, Mexican, North Indian, Momos']],,,,
18800881,['Decode Air Bar', 'Gurgaon',1, '28.4690430000', '77.0637290000',1500,3, '4.7', 'Excellent', '521',0,1, ['Modern Indian, Finger Food, Sushi, Bar Food, Italian, Asian, Pizza']],
18423151,['The Darzi Bar & Kitchen', 'New Delhi',1, '28.6355079448', '77.2190960124',1500,3, '4.5', 'Excellent', '2801',0,1, ['North Indian, Chinese, Continental, Pizza']],,,,
18337893,['The Luggage Room Kitchen And Bar', 'New Delhi',1, '28.6329501430', '77.2228041664',1300,3, '4.4', 'Very Good', '1549',0,1, ['Italian, Chinese, Continental']],,,,,
18587243,"[""The Bing's""", 'New Delhi',1, '28.5410106910', '77.2397225350',800,2, '4.7', 'Excellent', '1041',1,0, ['Italian, Fast Food, Pizza, Burger']],,,,
18589429,['Brooklyn Pizza Co', 'New Delhi',1, '28.5353537611', '77.2151246667',600,2, '4.7', 'Excellent', '1236',1,0, ['Pizza, Italian']],,,,,,
18805412,['Barbeque Nation', 'New Delhi',1, '28.7151414124', '77.1163311973',1400,3, '4.5', 'Excellent', '635',0,0, ['North Indian, Chinese, Mediterranean']],,,,,
18662565,['POMP - Pizza On My Plate', 'New Delhi',1, '28.5542240320', '77.2339453921',800,2, '4.7', 'Excellent', '1152',1,0, ['Italian, Burger, Pizza']],,,,,
18216915,['Biryani Blues', 'New Delhi',1, '28.6299479128', '77.2205145657',700,2, '4.0', 'Very Good', '1887',1,0, ['Biryani, Hyderabadi']],,,,,,
18549416,['Punjabi Angithi', 'New Delhi',1, '28.6228698785', '77.0712107420',400,1, '4.5', 'Excellent', '2366',1,0, ['North Indian, Chinese']],,,,,,
17953943,['The Burger Club', 'New Delhi',1, '28.6461313361', '77.1173608303',600,2, '4.2', 'Very Good', '2122',1,0, ['Burger, Fast Food']],,,,,,
18337894,['Prankster', 'Gurgaon',1, '28.4689966411', '77.0633096248',1500,3, '4.3', 'Very Good', '4580',0,1, ['Bar Food, Modern Indian']],,,,,,
5004,['Om Sweets & Snacks', 'Gurgaon',1, '28.4532337385', '77.0505798608',500,2, '4.0', 'Very Good', '1752',1,0, ['North Indian, Mithai, Street Food, South Indian']],,,,
2867,"[""RP's Restaurant""", 'New Delhi',1, '28.5404622713', '77.2183429822',700,2, '4.1', 'Very Good', '1308',1,0, ['Mughlai, North Indian, Chinese']],,,,,
310776,['Gastronomica Kitchen & Bar', 'New Delhi',1, '28.5503508000', '77.2350818000',1400,3, '4.6', 'Excellent', '3087',1,1, ['European, Asian, North Indian, Italian, Continental']],,,
18729557,['Xero Degrees', 'New Delhi',1, '28.6344117937', '77.2214375809',500,2, '4.5', 'Excellent', '779',1,0, ['Cafe, Continental, Beverages']],,,,,
18788707,['The Marketplace', 'New Delhi',1, '28.6557640000', '77.1383400000',1300,3, '4.5', 'Harika', '396',0,1, ['North Indian, Continental, Asian']],,,,,
18536666,['The Hook', 'Gurgaon',1, '28.4683517635', '77.0626501367',1600,3, '4.9', 'Excellent', '1984',1,0, ['Bar Food']],,,,,,,
306497,['Punjabi By Nature', 'New Delhi',1, '28.6309543552', '77.2196408361',1400,3, '4.2', 'Very Good', '2616',1,1, ['North Indian, Mughlai, Salad, Kebab']],,,,
18418277,['Ministry Of Beer', 'New Delhi',1, '28.6332862038', '77.2227874026',1500,3, '4.6', 'Excellent', '2680',0,1, ['Continental, Italian, Asian, Momos']],,,,
18597341,['The Mughal Trail', 'New Delhi',1, '28.6318540000', '77.1283400000',500,2, '4.8', 'Excellent', '1193',1,0, ['North Indian, Mughlai']],,,,,,
18602568,['SWAD - Desh Videsh Ka', 'New Delhi',1, '28.5498492199', '77.2507252917',800,2, '4.2', 'Very Good', '1104',1,1, ['North Indian, South Indian, Chinese, Continental, Momos']],,,
18429191,"[""Singla's""", 'New Delhi',1, '28.6367882936', '77.0938482508',700,2, '3.8', 'Good', '827',1,0, ['North Indian, South Indian, Chinese, Fast Food']],,,,
9909,['Barbeque Nation', 'New Delhi',1, '28.6657024767', '77.3043557256',1600,3, '4.3', 'Very Good', '1643',0,1, ['North Indian, Chinese, BBQ']],,,,,
18057792,['Imly', 'New Delhi',1, '28.6447704792', '77.1786100790',700,2, '3.9', 'Good', '3332',1,1, ['Street Food, North Indian, Chinese, Continental, Juices, Momos']],,
1819,['The All American Diner', 'New Delhi',1, '28.5892059738', '77.2256003693',1500,3, '4.0', 'Very Good', '5074',0,0, ['American, Salad']],,,,,,
7713,['Ardor 2.1', 'New Delhi',1, '28.6302083528', '77.2195640579',1800,3, '4.3', 'Very Good', '2931',1,1, ['North Indian, Chinese, Continental, Italian']],,,,
18279449,['HotMess', 'New Delhi',1, '28.6326696992', '77.2221946344',1900,3, '4.3', 'Very Good', '2136',1,1, ['North Indian, Mediterranean, Asian, Fast Food, Momos']],,,
18289240,['Nehru Place Social', 'New Delhi',1, '28.5512395787', '77.2509703785',1300,3, '4.3', 'Very Good', '2160',1,1, ['Continental, American, Asian, North Indian, Momos']],,,
1345,['The Yellow Chilli', 'Ghaziabad',1, '28.6466597852', '77.3198350891',1200,3, '4.6', 'Excellent', '2884',1,1, ['North Indian, Mughlai']],,,,,,
18241537,['38 Barracks', 'New Delhi',1, '28.6329039419', '77.2228252888',1600,3, '4.5', 'Excellent', '2893',1,1, ['North Indian, Italian, Chinese, Continental']],,,,
18446504,['The Feast House', 'New Delhi',1, '28.6436452947', '77.1883515269',1050,3, '4.1', 'Very Good', '2157',1,1, ['Continental, North Indian, American, Italian, Mexican, Momos']],,
18398880,['JW Kitchen - JW Marriott Hotel Kolkata', 'Kolkata',2, '22.5485846127', '88.3998641744',3000,4, '4.6', 'Excellent', '3388',0,1, ['North Indian, European, Mediterranean, Thai, Salad, Juices']],,
18761167,['Echoes Kolkata', 'Kolkata',2, '22.5429560000', '88.3855590000',1300,3, '4.9', 'Excellent', '327',0,0, ['North Indian, Continental, Chinese, Italian, American']],,,
18354569,['Tram Deepo', 'Kolkata',2, '22.5364388394', '88.3649119735',1200,3, '4.2', 'Very Good', '1809',1,1, ['Continental, Chinese, Fast Food, Finger Food, North Indian, Mexican']],,
18711365,['The Saffron Tree', 'Kolkata',2, '22.5140594297', '88.3535930514',1000,3, '4.9', 'Excellent', '1131',0,0, ['Mughlai, Continental, Biryani']],,,,,
20404,['Peter Cat', 'Kolkata',2, '22.5526303860', '88.3527230099',1200,3, '4.2', 'Very Good', '11262',1,0, ['Continental, North Indian']],,,,,,
18751849,['Five Mad Men', 'Kolkata',2, '22.5694649287', '88.4327363223',1000,3, '4.4', 'Very Good', '1261',0,0, ['American, Chinese, Continental, North Indian']],,,,
18620365,['Capella - Altair Boutique Hotel', 'Kolkata',2, '22.5771474130', '88.4283797443',1600,3, '4.3', 'Very Good', '1240',0,1, ['Continental, Italian, Finger Food, Asian']],,,,
18377108,['Hindusthan Dhaba', 'Kolkata',2, '22.5447660073', '88.3547011390',1000,3, '4.2', 'Very Good', '1855',1,0, ['North Indian, Chinese']],,,,,,
18681582,['The Awadh Restaurant', 'Kolkata',2, '22.5419202540', '88.3628496900',1200,3, '4.4', 'Very Good', '1168',1,0, ['North Indian, Awadhi, Chinese']],,,,,
25570,['Barbeque Nation', 'Kolkata',2, '22.5510487523', '88.3542109653',1800,3, '4.8', 'Excellent', '4479',0,1, ['North Indian, Chinese, Kebab, BBQ']],,,,
18634729,['Carpe Diem', 'Kolkata',2, '22.5522216648', '88.3525932580',1000,3, '4.4', 'Very Good', '1973',0,0, ['Chinese, North Indian, Continental']],,,,,
20747,['India Restaurant', 'Kolkata',2, '22.5389595554', '88.3224412054',900,2, '4.5', 'Excellent', '3751',1,1, ['North Indian, Mughlai, Chinese']],,,,,
20842,['Barbeque Nation', 'Kolkata',2, '22.5690940286', '88.4333069623',1800,3, '4.9', 'Excellent', '8175',0,1, ['North Indian, Chinese, Kebab, BBQ']],,,,
18311142,['Aminia', 'Kolkata',2, '22.7609119691', '88.3684776351',700,2, '3.8', 'Good', '1049',1,0, ['Mughlai, Biryani, North Indian']],,,,,
18707652,['Zam Zam', 'Kolkata',2, '22.5404211779', '88.3654876426',500,2, '4.4', 'Very Good', '643',1,0, ['Mughlai, Biryani']],,,,,,
18650200,['Pa Pa Ya', 'Kolkata',2, '22.5517956027', '88.3534673229',2000,4, '4.8', 'Excellent', '1299',0,0, ['Asian, Chinese, Japanese, Thai']],,,,
18677099,['Sly Fox Gastro Club', 'Kolkata',2, '22.5721673916', '88.4335758537',1250,3, '4.6', 'Excellent', '1161',1,1, ['North Indian, Thai, Italian, Chinese']],,,,
18377098,['CALCUTTA 64', 'Kolkata',2, '22.5934022801', '88.4061757475',600,2, '4.3', 'Very Good', '2065',1,0, ['Cafe, Continental, Wraps, Sandwich']],,,,
18017612,['Spice Kraft', 'Kolkata',2, '22.5262923376', '88.3645140007',1200,3, '4.9', 'Excellent', '4805',0,0, ['Continental, Asian, Middle Eastern']],,,,,
18663727,['Snacking', 'Kolkata',2, '22.5027160000', '88.3589630000',500,2, '4.4', 'Very Good', '1016',1,0, ['Cafe, Burger, Tea, Seafood, Beverages']],,,
25737,['Eagle Boys Pizza', 'Kolkata',2, '22.5228230812', '88.3968684822',750,2, '4.4', 'Very Good', '1411',1,1, ['Pizza']],,,,,,,
18574357,['Baccara', 'Kolkata',2, '22.5353314440', '88.3463530988',800,2, '4.2', 'Very Good', '1130',0,1, ['Chinese, Continental, Thai, Asian, Italian']],,,
17983797,['Dada Boudi Restaurant', 'Kolkata',2, '22.7605922898', '88.3696376905',550,2, '4.3', 'Very Good', '1694',1,0, ['Mughlai, Biryani, North Indian']],,,,,
18897756,['Momo I Am', 'Kolkata',2, '22.5685860000', '88.4331270000',800,2, '4.7', 'Excellent', '310',1,1, ['Tibetan, Chinese, Asian, Momos']],,,,
18162654,['Cassoulet Restaurant', 'Kolkata',2, '22.5932992000', '88.4307531000',400,1, '3.7', 'Good', '2898',1,0, ['North Indian, Chinese, Momos']],,,,,
20350,['Mocambo', 'Kolkata',2, '22.5529654125', '88.3531799912',1100,3, '4.2', 'Very Good', '6145',1,0, ['Continental']],,,,,,,
18712598,['Seven kingdom', 'Kolkata',2, '22.5922526245', '88.4244231507',750,2, '4.4', 'Very Good', '686',1,0, ['Fast Food, Coffee']],,,,,,
23729,"[""Chili's Grill & Bar""", 'Kolkata',2, '22.5387511490', '88.3656569570',1700,3, '4.7', 'Excellent', '7099',1,0, ['American, Mexican, Italian, Burger']],,,,
18638624,['The Great Biryani Co.', 'Kolkata',2, '22.5742592949', '88.4439241514',550,2, '3.9', 'Good', '1789',1,0, ['North Indian, Biryani']],,,,,,
18571735,['Dum Laga Ke Haishaa', 'Kolkata',2, '22.5723497417', '88.4326260164',1000,3, '4.4', 'Very Good', '702',1,1, ['Continental, Biryani, Beverages, Desserts, North Indian, Chinese, Kebab']],
18361674,['Overdose', 'Kolkata',2, '22.5155823306', '88.3520068601',550,2, '4.4', 'Very Good', '1569',1,0, ['Chinese, Asian, Tibetan, Thai, Momos']],,,
18420517,['Blue Mug', 'Kolkata',2, '22.5066181282', '88.3626481891',700,2, '4.3', 'Very Good', '3160',0,0, ['Cafe, Continental, Italian, Salad']],,,,
18343765,['My Big Fat Belly', 'Kolkata',2, '22.5345699497', '88.3534042910',1200,3, '4.7', 'Excellent', '2376',1,0, ['American, Italian, Salad']],,,,,
18617768,['Level Seven', 'Kolkata',2, '22.5415734335', '88.3841856569',1800,3, '4.2', 'Very Good', '968',1,1, ['North Indian, Continental, Italian, Chinese, Mexican']],,,
18531167,['Momo I Am', 'Kolkata',2, '22.5177649091', '88.3671596646',600,2, '4.5', 'Excellent', '1361',1,0, ['Tibetan, Chinese, Asian, Momos']],,,,
18617771,['Hard Rock Cafe', 'Kolkata',2, '22.5522098986', '88.3533325419',2500,4, '4.5', 'Excellent', '2045',0,0, ['Mediterranean, Mexican, American']],,,,,
18542756,['Chez - Pan Oriental Kitchen', 'Kolkata',2, '22.4867397595', '88.3744535968',800,2, '4.4', 'Very Good', '1083',1,1, ['Chinese, Asian, Burmese, Thai, Momos']],,,
18724181,['033', 'Kolkata',2, '22.5154376914', '88.3678144589',500,2, '4.2', 'Very Good', '1031',1,0, ['Thai, Italian, Asian, American, Chinese, Cafe']],,
18249144,['Hoppipola', 'Kolkata',2, '22.5149740395', '88.3933078498',1500,3, '4.2', 'Very Good', '3068',1,1, ['Italian, Mexican, American, Mediterranean']],,,,
18420364,['Ozora', 'Kolkata',2, '22.5149771367', '88.3933081850',2700,4, '4.1', 'Very Good', '1983',0,0, ['Chinese, North Indian']],,,,,,
18265479,['BJs Sports Restrau Cum Lounge', 'Kolkata',2, '22.5247627413', '88.3525935933',750,2, '4.6', 'Excellent', '1326',1,1, ['Cafe, North Indian']],,,,,,
25714,"[""Chili's Grill & Bar""", 'Kolkata',2, '22.5016504300', '88.3611277118',1700,3, '4.7', 'Excellent', '3011',1,1, ['American, Mexican, Italian, Burger']],,,,
20782,['Haka', 'Kolkata',2, '22.5778164174', '88.4002004564',1000,3, '4.3', 'Very Good', '3026',1,0, ['Chinese']],,,,,,,
25190,['Shimla Biryani', 'Kolkata',2, '22.5258711506', '88.3959387615',550,2, '4.0', 'Very Good', '1239',1,0, ['Biryani, North Indian, Chinese, Mughlai, Rolls, Indian, Kebab']],
18531241,['Momo I Am', 'Kolkata',2, '22.5903108176', '88.4082842991',600,2, '4.5', 'Excellent', '1569',1,0, ['Tibetan, Chinese, Asian, Momos']],,,,
25718,"[""Chili's Grill & Bar""", 'Kolkata',2, '22.5149483326', '88.3933410421',1700,3, '4.8', 'Excellent', '2966',1,1, ['American, Mexican, Italian, Burger']],,,,
18461755,['Hindusthan Dhaba', 'Kolkata',2, '22.5740379392', '88.3627323434',1000,3, '4.0', 'Very Good', '617',1,0, ['North Indian, Chinese']],,,,,,
18471909,"[""Kareem's""", 'Kolkata',2, '22.5689460398', '88.4341642633',1200,3, '4.2', 'Very Good', '1994',1,1, ['Biryani, Beverages, North Indian, Hyderabadi, Mughlai, Kebab']],,
18361657,['Momo I Am', 'Kolkata',2, '22.6246086344', '88.4391571954',600,2, '4.4', 'Very Good', '1544',1,0, ['Tibetan, Chinese, Asian, Momos']],,,,
24342,['The Bikers Cafe', 'Kolkata',2, '22.5380166148', '88.3488267660',1100,3, '4.3', 'Çok iyi', '2805',1,0, ['Fast Food, American, European, Salad, Continental']],,,
23831,['Cafe Mezzuna', 'Kolkata',2, '22.5384064882', '88.3514405787',1600,3, '4.5', 'Excellent', '3238',1,1, ['Italian, Mediterranean, Salad']],,,,,
24794,['Hanglaatherium', 'Kolkata',2, '22.5025840165', '88.3596461266',500,2, '4.1', 'Very Good', '2430',1,0, ['Biryani, North Indian, Mughlai']],,,,,
20870,['BarBQ', 'Kolkata',2, '22.5527511443', '88.3525563776',1200,3, '4.4', 'Very Good', '7643',1,0, ['Chinese, North Indian']],,,,,,
18377076,['Fusion Fantasea', 'Kolkata',2, '22.5155426865', '88.3571315557',700,2, '4.2', 'Very Good', '1433',1,1, ['Cafe, Goan, Kerala, Mughlai, Seafood']],,,
18414440,['Traffic Gastropub', 'Kolkata',2, '22.6230333978', '88.4499276057',1800,3, '4.1', 'Very Good', '1628',0,0, ['North Indian, Italian, Pizza']],,,,,
23273,['Oudh 1590', 'Kolkata',2, '22.5187392689', '88.3504897356',1200,3, '4.3', 'Çok iyi', '5596',1,0, ['Mughlai, Awadhi, Biryani']],,,,,
20826,['Mezban', 'Kolkata',2, '22.5535103709', '88.3567409590',800,2, '3.9', 'Good', '1942',1,0, ['Biryani, North Indian, Chinese, Mughlai, Rolls, Kebab']],,
24286,['The Irish House', 'Kolkata',2, '22.5386972668', '88.3656341583',1900,3, '4.4', 'Very Good', '3453',1,1, ['European, American']],,,,,,
18249157,['Cafe Mezzuna', 'Kolkata',2, '22.5015816652', '88.3611260355',1600,3, '4.4', 'Very Good', '1260',1,1, ['Italian, Mediterranean, Salad']],,,,,
18354584,['We.Desi', 'Kolkata',2, '22.5466109160', '88.3538371325',1200,3, '4.2', 'Very Good', '710',1,1, ['North Indian']],,,,,,,
18621417,['Besstoo', 'Kolkata',2, '22.5619799000', '88.3938166000',350,1, '4.2', 'Very Good', '1856',1,0, ['Bengali, North Indian, Chinese']],,,,,
18259462,['Ocean Grill', 'Kolkata',2, '22.5693674050', '88.4334300086',1500,3, '4.4', 'Very Good', '2283',0,1, ['Continental, Seafood, North Indian, Asian']],,,,
18900584,"[""Please Don't Talk""", 'Kolkata',2, '22.5470642432', '88.3524635062',1500,3, '4.1', 'Very Good', '285',0,0, ['Asian, Italian']],,,,,,
18723298,['Barbeque Nation', 'Kolkata',2, '22.5165334770', '88.3487915620',1800,3, '4.4', 'Very Good', '504',0,1, ['North Indian, Chinese, Kebab, BBQ']],,,,
24452,['Sigree Global Grill', 'Kolkata',2, '22.5485164906', '88.3998209238',1800,3, '4.3', 'Very Good', '2974',1,1, ['North Indian']],,,,,,,
18343730,['The Grid', 'Kolkata',2, '22.5419688707', '88.3856752887',2000,4, '4.6', 'Excellent', '1982',0,0, ['Continental, Italian, Pizza']],,,,,
18519912,['Ebela Obela', 'Kolkata',2, '22.4634700000', '88.3623880000',350,1, '4.0', 'Very Good', '2223',1,0, ['Bengali, Healthy Food, North Indian, Bangladeshi, Indian']],,,
23636,['The Corner Courtyard', 'Kolkata',2, '22.5257314773', '88.3527106047',1500,3, '4.1', 'Very Good', '1260',1,1, ['Continental, Seafood, Italian, European']],,,,
18265441,['Chapter 2', 'Kolkata',2, '22.5778250857', '88.4003801644',1500,3, '3.9', 'Good', '1746',1,1, ['Continental, Chinese, Seafood, Momos']],,,,
21411,['Royal Indian Hotel', 'Kolkata',2, '22.5792739133', '88.3567171544',900,2, '4.1', 'Very Good', '2650',1,0, ['Biryani, North Indian, Mughlai']],,,,,
25628,['Oudh 1590', 'Kolkata',2, '22.5919882704', '88.4118613601',1200,3, '4.2', 'Very Good', '3773',1,0, ['Mughlai, Awadhi, Biryani']],,,,,
18568762,['Kouzina Mining Co.', 'Kolkata',2, '22.5949577358', '88.4049835056',1500,3, '4.6', 'Excellent', '852',1,1, ['North Indian, Chinese, Continental']],,,,,
21257,['Haji Saheb', 'Kolkata',2, '22.5002438433', '88.3176584914',800,2, '3.9', 'Good', '2194',1,0, ['Mughlai, North Indian, Chinese, Rolls']],,,,
18420478,['Fabbrica Della Pizza', 'Kolkata',2, '22.5367416994', '88.3512042090',800,2, '4.5', 'Excellent', '1249',1,0, ['Italian, Pizza']],,,,,,
18476619,['Tandoor House', 'Kolkata',2, '22.5157266600', '88.3488804102',500,2, '3.8', 'Good', '2786',1,0, ['North Indian, Chinese, Mughlai']],,,,,
20002,['6 Ballygunge Place', 'Kolkata',2, '22.5275246118', '88.3685778826',700,2, '4.4', 'Very Good', '3300',1,0, ['Bengali']],,,,,,,
18679702,['Krazzy for Waffle', 'Kolkata',2, '22.5023492266', '88.3641113341',200,1, '4.5', 'Excellent', '307',1,0, ['Desserts, Beverages']],,,,,,
23295,['Denzong Kitchen', 'Kolkata',2, '22.4977097209', '88.3595566079',300,1, '3.9', 'Good', '2326',1,0, ['Chinese, Tibetan']],,,,,,
